	ID	Kaltmiete	Zimmer	Quadratmeter	lat	lng
1060	107662539	2114.16	5.0	214.0	52.50900538228354	13.224025786694636
1061	107663155	612.0	2.0	47.4	52.44591792074402	13.379638939314926
1062	107664285	6487.0	7.0	301.0	52.452846809618705	13.26901708564921
1063	107664587	1150.0	2.0	76.16	52.47527253491871	13.425178828508031
1064	107665604	1190.0	2.0	78.77	52.55149807512895	13.416997455444974
1065	107665865	672.0	2.0	61.06	52.540746299277906	13.271148382893616
1066	107665978	1440.0	2.5	80.0	52.49716422152144	13.431318435683941
1067	107666235	597.92	2.5	60.41	52.54732973047175	13.18867793060233
1068	107666239	532.96	1.5	52.74	52.55596634712979	13.166509336800429
1069	107666416	1250.0	2.0	69.46	52.49336906023231	13.396378482758648
1070	107666448	2028.0	4.0	158.0	52.49581521008215	13.467995979875232
1071	107667805	1800.0	4.0	115.0	52.41004719231202	13.338099983362234
1072	107668618	1678.0	3.0	97.3	52.49412733697874	13.436069297102614
1073	107669192	612.9	1.5	45.4	52.47780587803307	13.292296865764001
1074	107670993	1165.0	2.5	89.0	52.50238952011784	13.312778012826941
1075	107671491	637.8	1.0	32.06	52.453453781859295	13.568486612933123
1076	107671743	1399.0	4.0	134.75	52.4322949585997	13.535188093688976
1077	107675776	559.0	2.0	47.63	52.56831414222957	13.526655110925853
1078	107675785	439.0	1.0	35.69	52.54113874423679	13.601877129547628
1079	107675798	539.0	1.5	53.74	52.538796039250855	13.60206530428484
1080	107677916	603.64	2.0	56.1	52.56779573355274	13.192394980810219
1081	107678315	615.0	2.0	55.15	52.437691589908404	13.57141670288129
1082	107679975	405.94	1.0	42.09	52.54749480076347	13.259777180475844
1083	107680855	593.45	2.0	53.95	52.44024944815924	13.581926397161803
1084	107681358	1278.0	2.0	71.0	52.5334673748392	13.392885550945529
1085	107682645	1156.0	2.0	68.0	52.53279551351763	13.397999513453849
1086	107683192	730.0	2.0	49.1	52.537709025980796	13.494166557861885
1087	107683377	2363.94	4.0	139.06	52.42610499775972	13.184205332545213
1088	107683844	1293.75	3.0	112.5	52.591998558641585	13.294499146026453
1089	107684105	1243.06	4.0	88.79	52.55116292995855	13.413318275785793
1090	107684224	610.0	2.0	55.0	52.48002879642467	13.446530011738275
1091	107685700	508.3	1.5	57.5	52.54881823288152	13.188647890234206
1092	107685701	656.67	2.5	72.56	52.549373697000405	13.189046303392487
1093	107685708	541.2	2.0	79.2	52.413114662928486	13.353687110541308
1094	107685850	624.0	2.0	52.0	52.56028441117089	13.459254702099756
1095	107686715	720.0	2.0	42.0	52.46217854173731	13.441468711236823
1096	107686724	2300.0	3.0	135.6	52.52796259541316	13.354637073689176
1097	107687109	1111.0	4.0	101.0	52.52499652372042	13.482859724846634
1098	107687292	2950.0	2.0	187.0	52.49705224128244	13.307976293443385
1099	107687334	460.0	2.0	58.65	52.61344557306318	13.424988517021337
1100	107687719	813.0	1.0	70.63	52.45215584689369	13.570715889322585
1101	107688239	1250.0	3.0	123.0	52.41502546927943	13.596677537788553
1102	107688824	562.2	2.0	59.82	52.5706920645748	13.357905961353026
1103	107688830	570.0	2.5	72.94	52.55273015779069	13.174788131506013
1104	107689093	1880.0	4.0	135.0	52.509117897869395	13.283738045798156
1105	107690563	926.0	3.0	80.47	52.45215584689369	13.570715889322585
1106	107695493	565.25	2.5	80.52	52.3917459376501	13.421396089690225
1107	107695558	900.0	3.0	82.0	52.58685798019453	13.28847556881894
1108	107696296	7500.0	4.0	293.0	52.513743206460155	13.393130919555075
1109	107696330	2790.0	4.0	167.0	52.495496080954304	13.333586891755601
1110	107699551	1650.0	4.0	134.0	52.51448988403406	13.459757404979175
1111	107701038	1575.0	3.0	124.0	52.51154011995848	13.391275452272017
1112	107701500	624.35	3.0	76.49	52.55116569130449	13.184036642450414
1113	107701651	853.0	2.0	48.39	52.52342958446733	13.48050937234139
1114	107702955	1320.0	3.0	120.0	52.49694303587805	13.310316457025314
1115	107703124	1754.9	4.0	125.35	52.54833526173139	13.367929110021503
1116	107703148	586.0	1.0	34.46	52.55023942111387	13.491418694549726
1117	107703242	1124.0	3.0	93.64	52.46568918960436	13.485889191483524
1118	107704210	1148.0	3.0	91.8	52.42487435698341	13.535432315667261
1119	107704674	1437.6	3.0	89.85	52.51340136289754	13.385728908519377
1120	107704701	384.35	1.0	29.34	52.43683028333927	13.244669359967606
1121	107704780	547.79	2.5	73.49	52.55149189575229	13.181678837347587
1122	107704783	501.13	2.0	59.32	52.552419489077266	13.179707573203093
1123	107706144	1410.0	3.0	81.49	52.52145776192389	13.434488357979607
1124	107706523	1200.0	3.0	60.96	52.49860139572624	13.387795610064444
1125	107707041	1147.0	3.0	78.0	52.53212518830583	13.368536231212602
1126	107707506	1193.0	2.0	76.98	52.526716227767224	13.4516050308113
1127	107707527	873.0	2.0	69.83	52.55999771118738	13.38288983909457
